pair_ID	sentence_A	sentence_B	relatedness_score
4574	Pessoas estão remando perto de um bote que está sendo navegado	Quatro pessoas estão flutuando em um bote	2.9
4575	Um macaco está chutando raivosamente um alvo	Um homem irritado está mirando um chimpanzé dando pontapés	3.4
4576	O peixe está seguindo a tartaruga	Uma tartaruga de mar está procurando peixes	3.2
4577	A mulher está passando sombra	A mulher não está passando sombra	4.1
4578	O homem está dançando	Não tem nenhuma mulher dançando	3.1
4579	Uma mulher está praticando wakeboard no lago	A mulher está fazendo esqui aquático	3.5
4580	Um cachorro está pulando em um trampolim de mergulho	Um cachorro está pulando em um trampolim	2.4
4581	Um jogador de futebol está caindo na grama para desviar de uma criança pequena	A criança pequena está jogando futebol e caindo na grama	3.7
4582	Não tem nenhum menino brincando ao ar livre e não tem nenhum homem sorrindo	Um grupo de crianças está brincando em um quintal e um homem velho está parado ao fundo	3.3
4583	Algumas crianças estão pulando em um trampolim	Ninguém está brincando em um trampolim	3.8
4584	Um avião de desenho animado está decolando	Um avião de desenho animado está pousando	3.9
4585	Um homem está dirigindo um veículo	Um homem está andando a cavalo	3.5
4586	Furões estão escalando prateleira acima	Vários furões estão escalando para fora da gaiola	3.5
4587	Duas crianças estão empurrando um crocodilo inflável em uma piscina	Duas crianças estão brincando em uma piscina com uma boia de crocodilo que é verde	4.5
4588	A bola de futebol não está entre os pés de um menino que está deitado na grama	A bola de futebol está entre os pés de um menino que está deitado na grama	3.1
4589	Uma corda está sendo escalada por um homem	Um homem está fatiando a cenoura com uma máquina	1.1
4590	Um homem está andando a cavalo	Um homem está parando um cavalo	3.63
4591	Uma mulher está tocando um violão	Um homem está tocando um violão	3.6
4592	O homem não está desenhando	O homem está desenhando	2.8
4593	O homem está fatiando vegetais	Uma mulher está fatiando uma batata	3.0
4594	A pessoa não está fatiando cebolas	A pessoa está fatiando cebolas	3.9
4595	Um homem está enchendo um recipiente feito de plástico	Um homem está segurando um sapo descuidadamente	1.2
4596	O homem não está montando um cavalo perto de um riacho	O homem está montando um cavalo perto de um riacho	3.2
4597	Uma mulher está andando em uma moto aquática	Uma mulher está estacionando uma moto aquática	3.8
4598	Este avião está decolando	Um avião está pousando	3.8
4599	Alguém está tocando lindamente o piano	Alguém está tocando o violão	3.0
4600	Um homem está rindo	Um homem está conversando	3.3
4601	Uma menina está tocando o piano	Uma menina pequena está saindo do palco	2.2
4602	Uma pessoa está descascando uma cebola	As cebolas estão sendo fatiadas por uma pessoa	3.7
4603	A mulher está pegando o canguru	A mulher está pondo o canguru de volta	3.6
4604	Um homem está rezando	Um homem está dançando	2.4
4605	Um homem está entrando em um carro em uma garagem	Um homem está estacionando um carro em uma garagem	3.6
4606	Uma mulher está tirando uma capa, que é muito grande, e revelando um vestido extravagante	Não tem nenhum vestido preto, vermelho e rosa sendo usado por uma mulher	2.4
4607	A mulher está fatiando uma cebola	Um homem está guardando uma cenoura	1.6
4608	O homem está tocando um violão	O homem está tocando a flauta	2.4
4609	Alguns meninos estão brincando no trampolim	Algumas crianças estão pulando em um trampolim	4.4
4610	Um pequeno grupo de mulheres está segurando uma a outra e dançando junto	Dois homens estão jogando pebolim	1.0
4611	Uma pessoa está tocando trompete	Uma pessoa está parando de tocar um trompete	3.6
4612	Um bebê está espirrando e assustando outro bebê	Um bebê está engatinhando feliz	2.5
4613	Um filhote de cachorro está rolando de um lado para outro de costas repetidamente	Um filhote de cachorro fofo está repetidamente rolando de um lado para outro com suas costas no chão	4.4
4614	Uma mulher está rachando alguns ovos em uma tigela	Uma mulher está rachando alguns ovos fora de uma tigela	3.6
4615	Um homem está sentado perto de uma bicicleta e escrevendo uma nota	Um homem está usando roupas que estão cobertas com tinta e está sentado em uma área movimentada escrevendo algo	3.7
4616	O cervo está saltando sobre a cerca	O cervo está saltando sobre a cerca baixa	4.4
4617	Uma mulher está sendo beijada por um homem	Uma multidão perto das pessoas está se beijando dois a dois	3.15
4618	Uma pessoa está despejando vegetais picados em uma panela no fogão	Um jacaré está levando um tapa na boca de um homem	1.0
4619	Um animal está correndo em círculos	O esquilo está correndo em círculos	4.3
4620	Os meninos estão dançando na frente de algumas pessoas	Dois homens com um cachorro estão entediando uma multidão de pessoas	1.8
4621	Algumas adolescentes estão dançando para a câmera	Três adolescentes estão morgando no quarto	3.1
4622	Alguém está escrevendo	Alguém está digitando em um teclado	3.0
4623	Uma mulher está fatiando um dente de alho	Não tem nenhuma mulher fatiando um dente de alho	3.8
4624	Não tem nenhum cervo pulando cercas	Um cervo está pulando uma cerca	4.1
4625	A mulher está comendo	Uma mulher está amalgamando ovos	1.8
4626	Uma criança está correndo para dentro e para fora das ondas oceânicas	Um menino está acenando do oceano para alguns jovens corredores	3.1
4627	Um animal está correndo por aí em círculos	Um esquilo está correndo por aí em círculos	4.6
4628	Um avião está sendo estacionado no chão	Um avião está voando pelo ar	2.9
4629	Um homem está tirando uma foto de um desenho	A pessoa está desenhando	3.3
4630	Os médicos estão revivendo um homem	O paciente está ajudando o médico	1.8
4631	Algumas mulheres não estão falando	Os homens estão falando	2.5
4632	O animal com olhos grandes está dormindo	Um lêmure está comendo	2.7
4633	Um jogador de futebol de campo está marcando um gol	Jogadores de futebol de campo estão chutando uma bola de futebol de campo no gol	4.17
4634	O homem está no chão, que é praticamente árido, filmando uma empinada de uma motocicleta	Um homem de macacão azul está corajosamente empinando uma motocicleta	2.6
4635	Não tem nenhum homem dando um telefonema	Um homem está fazendo uma ligação de um celular	4.0
4636	Uma menina está fazendo uma flauta que não deve ser tocada	Uma mulher está tocando flauta	2.7
4637	Um cachorro preto escuro e um cachorro castanho claro estão brincando no quintal	Um cachorro preto e um cachorro castanho claro estão brigando no quintal	3.8
4638	O jogador está enterrando a bola de basquete e uma multidão está ao fundo	Não tem nenhum homem jogando a bola em um jogo de basquete	3.5
4639	Um jornal está apresentando uma mulher com mãos grandes segurando óculos de sol e vestindo um casaco	Uma mulher está usando óculos escuros de tamanho grande e está segurando jornais nas duas mãos	2.6
4640	Um homem está fritando comida	Um homem está fritando uma tortilha	4.5
4641	O homem está dançando	Algumas mulheres estão dançando	2.9
4642	Não tem nenhuma corda sendo escalada por um homem	Um homem está fatiando a cenoura com uma máquina	1.1
4643	Um filhote de gato está bebendo leite fresco	Um homem bêbado está ordenhando um gato	1.7
4644	Várias crianças estão pulando em um trampolim	Não há nenhum homem dando mortais em um trampolim	3.2
4645	O papagaio está falando no microfone	O papagaio está surpreendentemente falando no microfone	4.6
4646	Um homem está tocando um violão	Um homem não está tocando um violão	3.8
4647	Um cachorro está derrubando uma lata	Um cachorro está abrindo uma lata de comida	3.1
4648	Um homem está tocando bateria	Um homem está praticando bateria	4.7
4649	Uma menina adolescente está usando miçangas que são vermelhas	Um suéter vermelho com uma senhora sorridente é adequado para ser usado com cabelo castanho claro, brincos e um colar	1.92
4650	O homem está embrulhando uma batata	O homem está fatiando a batata	3.6
4651	A mulher está fatiando uma cebola	Um homem está cortando uma cenoura com uma faca	1.9
4652	Uma menina está cortando manteiga em duas partes	Um mágico está cortando uma menina em dois pedaços como se fosse manteiga	2.2
4653	Um homem está correndo	Um homem está parado	2.4
4654	Uma mulher está surfando	Uma senhora está surfando e pegando uma onda	4.6
4655	Um homem está cortando uma caixa	Um homem está passando fita em uma caixa cortada	3.4
4656	Uma flauta está sendo tocada por um homem	Um homem está tocando um teclado eletrônico	3.0
4657	Quatro garotas estão fazendo ponte e brincando ao ar livre	Quatro crianças estão fazendo ponte no parque	4.3
4658	Dois gatos estão deitados juntos	Os gatos estão brincando um com o outro	3.3
4659	Um cara está brincando animadamente com uma bola de meia	O homem está austeramente tocando um piano	1.7
4660	O gato está lambendo leite de um pires	Um gato está bebendo leite avidamente	4.3
4661	Um adulto está no anfiteatro e está falando seriamente com um menino	O homem e o menino estão de pé embaixo da escada, que é ao ar livre	3.0
4662	Um panda fofo está ficando deitado	O urso panda está descansando sobre os troncos	3.8
4663	Uma mãe está dando para o bebê um curral com um rinoceronte andando	Um bebê rinoceronte está seguindo um rinoceronte adulto	2.1
4664	Não tem nenhuma mulher tocando um violão	Uma mulher está tocando um violão	3.7
4665	Um grupo de pessoas está equipado com equipamento que não protege	Um grupo de pessoas está equipado com equipamentos de segurança	3.5
4666	Um homem está tocando um trompete	O violão está sendo tocado pelo homem	3.0
4667	A luz no quintal está pregando truques no escuro no cachorro castanho e preto	Um cachorro, que é castanho, e um que é preto estão correndo na grama	2.5
4668	A mulher está despejando óleo na frigideira	A mulher não está despejando óleo na frigideira	3.5
4669	Um macaco está chutando a mão enluvada de uma pessoa	O macaco está sendo treinado em artes marciais	3.2
4670	As janelas estão sendo limpas por um homem	O homem tem uma janela de tempo para se limpar	1.75
4671	Um menino pequeno está pulando em uma poça na rua	Um menino pequeno está saindo de uma poça na rua	4.0
4672	Uma mulher está tocando uma flauta	Uma mulher está guardando uma flauta	3.8
4673	As mulheres estão serrando troncos	Homens estão serrando troncos	4.0
4674	Uma menina pequena está olhando para uma mulher de fantasia	Pessoas mascaradas estão olhando na mesma direção em uma floresta	1.3
4675	Não tem nenhum rinoceronte pastando em um campo	O rinoceronte está pastando na grama	3.5
4676	Um homem está conduzindo a parte final da corrida	Um homem está liderando a corrida	3.1
4677	Ninguém de roupas para neve está deitado na neve e fazendo anjos da neve	Duas pessoas de roupas para neve estão deitadas na neve e estão fazendo anjos de neve	4.1
4678	Uma mulher está picando uma cebola	Uma mulher não está picando uma cebola	3.5
4679	Um homem está comendo perto dos filhotes de gato	A comida nas bandejas está sendo comida pelos filhotes de gato	3.0
4680	Um grupo de pessoas está cantando	Um grupo de pessoas está em silêncio	3.8
4681	Não tem nenhuma mulher dançando e cantando na chuva	Uma mulher está dançando e cantando na chuva	3.8
4682	Uma mulher está vestindo uma touca egípcia	Um egípcio está vestindo uma toca de mulher	3.9
4683	Um homem está aguando uma árvore	Um homem está cortando uma árvore com um machado	2.6
4684	Dois homens estão segurando um pouco de água em pé perto das varas de pesca	Dois homens estão segurando varas de pescar	2.6
4685	Alguns corredores frenéticos sobre a grama verde estão gritando aos cavalos pulando um obstáculo	Alguns cavalos estão competindo furiosamente sobre a grama verde e pulando um obstáculo	3.4
4686	Uma mulher está fatiando uma cenoura	Uma senhora magra está organizando juntas cenouras orientais cortadas	3.3
